attributes.Ambience.divey,attributes.RestaurantsDelivery,attributes.DogsAllowed,postal_code,hours.Thursday,attributes.BestNights.sunday,attributes.BYOB,attributes.AgesAllowed,attributes.Music.video,hours.Friday,latitude,attributes.Alcohol,attributes.Ambience.classy,attributes.RestaurantsTableService,business_id,attributes.Ambience.touristy,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.BusinessAcceptsBitcoin,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Ambience.hipster,attributes.BusinessAcceptsCreditCards,is_open,attributes.DietaryRestrictions.vegetarian,attributes.Music.live,attributes.Music.background_music,neighborhood,attributes.BusinessParking.lot,attributes.Music.karaoke,review_count,attributes.GoodForMeal.breakfast,attributes.NoiseLevel,state,attributes.DriveThru,attributes.HasTV,attributes.GoodForMeal.dinner,attributes.BusinessParking.street,address,attributes.RestaurantsAttire,hours.Sunday,attributes.BestNights.tuesday,attributes.AcceptsInsurance,attributes.BestNights.wednesday,hours.Wednesday,attributes.Open24Hours,attributes.Ambience.trendy,attributes.CoatCheck,hours.Monday,city,attributes.Music.no_music,hours.Tuesday,stars,attributes.RestaurantsPriceRange2,attributes.Ambience.intimate,attributes.GoodForMeal.latenight,attributes.GoodForMeal.dessert,attributes.BusinessParking.validated,attributes.GoodForMeal.lunch,attributes.GoodForKids,attributes.DietaryRestrictions.soy-free,attributes.GoodForMeal.brunch,attributes.BusinessParking.valet,longitude,attributes.DietaryRestrictions.gluten-free,attributes.BYOBCorkage,attributes.BusinessParking.garage,attributes.BestNights.friday,hours.Saturday,attributes.Music.dj,attributes.BestNights.saturday,attributes.Ambience.casual,attributes.BestNights.thursday,attributes.BestNights.monday,attributes.DietaryRestrictions.kosher,attributes.WiFi,attributes.Smoking,attributes.DietaryRestrictions.halal,attributes.GoodForDancing,attributes.ByAppointmentOnly,attributes.Caters,attributes.RestaurantsReservations,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.vegan,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating
False,False,,61821,16:00-21:00,,,,,16:00-22:00,40.135881,full_bar,False,True,71141,False,,,True,"[u'Seafood', u'Restaurants', u'Steakhouses']",Alexander's Steakhouse,,,True,False,True,1,,,,,True,,57,False,average,IL,,True,True,False,202 W Anthony Dr,casual,11:00-21:00,,,,16:00-21:00,,False,,16:00-21:00,Champaign,,16:00-21:00,3.0,3.0,False,False,False,False,False,True,,False,False,-88.245468,,,False,,11:00-22:00,,,True,,,,free,,,,,False,True,,,False,,False,True,True,False
False,True,,61822,10:00-23:00,,,,,10:00-0:00,40.1432102493,none,False,False,71206,False,,,True,"[u'Restaurants', u'Greek']",Super Niro Gyro,,,True,False,True,1,,,,,True,,36,False,quiet,IL,,True,False,False,608 West Town Center Blvd,casual,10:00-23:00,,,,10:00-23:00,,False,,10:00-23:00,Champaign,,10:00-23:00,4.0,1.0,False,False,False,False,True,True,,False,False,-88.25192665649999,,,False,,10:00-0:00,,,True,,,,free,,,,,True,False,,,False,,False,True,True,False
,,,61820,8:00-17:00,,,,,8:00-17:00,40.102621899999995,,,,71253,,,,,"[u'Carpenters', u'Handyman', u'Home Services', u'Contractors']",Frank's A. Carpenter,,,,,False,1,,,,,,,7,,,IL,,,,,410 Hessel Blvd,,,,,,8:00-17:00,,,,8:00-17:00,Champaign,,8:00-17:00,4.5,,,,,,,,,,,-88.2493,,,,,,,,,,,,,,,,True,,,,,,,,,,
,,,61820,,,,,,,40.098746000000006,,,,71254,,,,,"[u'Food', u'Grocery']",Lee's Oriental Foods,,,,,True,1,,,,,False,,3,,,IL,,,,False,303 Cedar St,,,,,,,,,,,Champaign,,,3.5,2.0,,,,False,,,,,False,-88.247057,,,False,,,,,,,,,,,,,,,,,,,,,True,True,
True,False,False,61820,11:00-22:00,,False,,,11:00-22:00,40.108115999999995,none,False,False,71311,False,,,False,"[u'Restaurants', u'Thai', u'Chinese']",Home of Gourmet Chinese & Thai Restaurant,,,False,False,True,1,,,,,False,,42,False,loud,IL,,False,False,True,604 E Daniel St,casual,12:00-22:00,,,,11:00-22:00,,False,,11:00-22:00,Champaign,,11:00-22:00,3.5,1.0,False,False,False,False,True,False,,False,False,-88.230005,,no,False,,12:00-22:00,,,False,,,,no,,,,,False,False,,,False,,False,True,True,False
,,,61820,10:00-20:00,,,,,10:00-20:00,40.1369699839,,,,71312,,,,,"[u'Electronics', u'Telecommunications', u'Local Services', u'Mobile Phone Accessories', u'Shopping', u'IT Services & Computer Repair', u'Mobile Phones']",Sprint Store,,,,,True,1,,,,,False,,3,,,IL,,,,False,61 E Marketview Dr,,11:00-18:00,,,,10:00-20:00,,,,10:00-20:00,Champaign,,10:00-20:00,1.0,,,,,False,,,,,False,-88.23998183030001,,,False,,10:00-19:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,9:00-17:00,,,,,9:00-17:00,40.0947376,,,,71498,,,,,"[u'Real Estate', u'Home Services', u'Apartments', u'Property Management']",Barr Real Estate,,,,,,1,,,,,,,4,,,IL,,,,,"1710 S Neil St, Ste 1",,,,,,9:00-17:00,,,,9:00-17:00,Champaign,,9:00-17:00,1.0,,,,,,,,,,,-88.24483670000001,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,10:00-18:30,,,,,10:00-18:30,40.114831,,,,71499,,,,,"[u'Sewing & Alterations', u'Local Services']",Alexandra's,,,,,,0,,,,,,,5,,,IL,,,,,1408 W White St.,,,,,,10:00-18:30,,,,10:00-18:30,Champaign,,10:00-18:30,5.0,,,,,,,,,,,-88.269366,,,,,10:00-15:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,8:00-17:00,,,,,8:00-17:00,40.1166092,,,,71502,,,,,"[u'Security Systems', u'Building Supplies', u'Keys & Locksmiths', u'Professional Services', u'Home Services']",Dave & Harry Locksmiths,,,,,True,1,,,,,,,4,,,IL,,,,,116 E University Ave,,0:00-23:55,,,,8:00-17:00,,,,8:00-17:00,Champaign,,8:00-17:00,4.5,,,,,,,,,,,-88.2379756,,,,,0:00-23:55,,,,,,,,,,,,,,,,,,,,,
,,,61820,10:00-19:00,,,,,10:00-19:00,40.12617,,,,71507,,,,,"[u'Shopping', u'Furniture Stores', u'Home & Garden', u'Mattresses', u'Discount Store']",Mattress Boss,,,,,True,1,,,,,False,,4,,,IL,,,,False,1102 N Prospect Ave,,12:00-17:00,,,,10:00-19:00,,,,10:00-19:00,Champaign,,10:00-19:00,4.0,2.0,,,,False,,,,,False,-88.25754,,,False,,10:00-18:00,,,,,,,,,,,,,,,,,,,,True,
,True,,61820,11:00-21:00,,,,,11:00-22:00,40.116833,,,,71541,,,,,"[u'Caterers', u'Ice Cream & Frozen Yogurt', u'Food', u'Coffee & Tea', u'Cupcakes', u'Event Planning & Services', u'Bakeries']",Cream & Flutter,,,True,,True,1,,,,,False,,168,,,IL,,,,True,114 N Walnut St,,13:00-20:00,,,,11:00-21:00,,,,11:00-21:00,Champaign,,11:00-21:00,3.5,2.0,,,,False,,,,,False,-88.242223,,,False,,11:00-22:00,,,,,,,free,,,,,True,,,,,,,True,True,True
False,False,,61821,11:00-22:00,,,,,11:00-22:00,40.1374723,none,False,False,71653,False,,,True,"[u'Fast Food', u'Restaurants', u'American (New)', u'American (Traditional)', u'Burgers']",Five Guys,,,True,False,True,1,,,,,True,,24,False,very_loud,IL,False,False,False,False,901 B West Anthony Dr,casual,11:00-22:00,,,,11:00-22:00,,False,,11:00-22:00,Champaign,,11:00-22:00,3.0,1.0,False,False,False,False,True,True,,False,False,-88.2586063,,,False,,11:00-22:00,,,False,,,,no,,,,,False,False,,,False,,False,True,False,False
False,False,,61821,7:00-2:00,,,,,7:00-3:00,40.112702,none,False,False,71738,False,,,True,"[u'Restaurants', u'Tex-Mex', u'Fast Food', u'Mexican']",Taco Bell,,,,False,True,1,,,,,False,,10,False,quiet,IL,True,False,False,False,1910 West Springfield,casual,7:00-2:00,,,,7:00-2:00,,False,,7:00-2:00,Champaign,,7:00-2:00,2.5,1.0,False,False,False,False,False,True,,False,False,-88.278467,,,False,,7:00-3:00,,,False,,,,no,,,,,False,False,,,False,,False,True,False,False
False,True,,61821,10:00-22:00,,,,,10:00-0:00,40.112342,,False,False,71946,False,,,True,"[u'Restaurants', u'Pizza']",Jet's Pizza,,,,False,True,1,,,,,False,,7,False,,IL,,,False,False,"1907 W Springfield Ave, Ste A",casual,11:00-22:00,,,,10:00-22:00,,False,,10:00-22:00,Champaign,,10:00-22:00,3.5,1.0,False,False,False,False,False,True,,False,False,-88.278054,,,False,,10:00-0:00,,,False,,,,,,,,,,False,,,False,,False,True,,
,,,61821,9:00-21:00,,,,,9:00-21:00,40.1138885,,,,72237,,,,,"[u'Furniture Stores', u'Discount Store', u'Home & Garden', u'Shopping', u'Home Decor', u'Department Stores', u'Fashion']",Big Lots - Champaign,,,False,,True,1,,,,,False,,5,,,IL,,,,False,2004 W Springfield Ave,,9:00-21:00,,,,9:00-21:00,,,,9:00-21:00,Champaign,,9:00-21:00,3.5,1.0,,,,False,,,,,False,-88.28058890000001,,,False,,9:00-21:00,,,,,,,,,,,,,,,,,,,,,
,,,61821,9:00-18:00,,,,,9:00-18:00,40.127792,,,,72238,,,,,"[u'Local Services', u'Sewing & Alterations']",Kim's Alterations,,,,,False,1,,,,,,,9,,,IL,,,,,1720 W Bradley Ave,,,,,,9:00-18:00,,,,9:00-18:00,Champaign,,9:00-18:00,4.0,,,,,,,,,,,-88.276013,,,,,9:00-15:00,,,,,,,,,,,,,,,,,,,,,
,,,61822,,,,,,,40.0827763,,,,72617,,,,,"[u'Internal Medicine', u'Doctors', u'Health & Medical']",Ho Dang D MD,,,,,,1,,,,,,,3,,,IL,,,,,1801 Windsor Rd,,,,True,,,,,,,Champaign,,,2.5,,,,,,,,,,,-88.27752199999999,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,,61820,11:00-2:00,False,False,,False,11:00-2:00,40.1165558776,full_bar,False,True,72869,False,,False,True,"[u'Nightlife', u'Restaurants', u'Burgers', u'Pubs', u'Bars', u'Lounges', u'American (Traditional)']",Seven Saints,,False,True,False,True,1,,False,True,,False,False,273,False,average,IL,,True,True,True,32 E Chester St,casual,11:00-0:00,False,,True,11:00-2:00,,False,False,11:00-0:00,Champaign,False,11:00-2:00,4.0,2.0,False,False,False,False,True,False,,False,False,-88.2420127724,,no,False,True,11:00-2:00,False,True,True,False,False,,no,outdoor,,False,,False,False,,,False,False,False,True,True,True
False,False,,61820,11:00-21:00,,,,,11:00-21:00,40.1051831,full_bar,False,True,73142,False,,,True,"[u'Korean', u'Restaurants']",Good Fella Korean Bistro,,,True,False,True,1,,,,,True,,31,False,quiet,IL,,True,True,False,905 S Neil St,casual,12:00-20:00,,,,11:00-21:00,,False,,11:00-21:00,Champaign,,11:00-21:00,3.5,2.0,False,False,False,False,False,True,,False,False,-88.2438923,,,False,,11:00-21:00,,,True,,,,no,,,,,True,True,,,False,,False,True,True,False
,,,61820,,,,,,,40.1109667,,,,73143,,,,,"[u'Local Flavor', u'Yelp Events']",Official Yelp Event: Illini Pub Cycle Tour,,,,,,1,,,,,,,4,,,IL,,,,,505 S Chestnut St,,,,,,,,,,,Champaign,,,5.0,,,,,,,,,,,-88.2427666,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,9:00-21:00,,,,,9:00-21:00,40.142648,,,,73144,,,,,"[u'Optometrists', u'Eyewear & Opticians', u'Ophthalmologists', u'Doctors', u'Shopping', u'Health & Medical']",LensCrafters,,,,,True,1,,,,,False,,9,,,IL,,,,False,2000 N Neil St,,11:00-18:00,,,,9:00-21:00,,,,9:00-21:00,Champaign,,9:00-21:00,2.0,4.0,,,,False,,,,,False,-88.244297,,,False,,9:00-21:00,,,,,,,,,,,,,,,,,,,,,
False,True,,61820,11:00-2:00,,,,,11:00-2:00,40.110827,none,False,False,73727,False,,,True,"[u'Pizza', u'Restaurants']",One World Pizza,,,True,False,True,0,,,,,False,,13,False,quiet,IL,,,True,False,", 508 E Green St",casual,11:00-2:00,,,,11:00-2:00,,False,,11:00-2:00,Champaign,,11:00-2:00,3.5,1.0,False,True,False,False,False,True,,False,False,-88.231612,,,False,,11:00-2:00,,,False,,,,,,,,,,False,,,False,,False,True,,False
,,,61820,8:00-18:00,,,,,8:00-18:00,40.110448600000005,,,,73931,,,,,"[u'Home Services', u'Apartments', u'Real Estate']",Bankier Apartments,,,,,True,1,,,,,,,14,,,IL,,,,,406 E Green St,,,,,,8:00-18:00,,,,8:00-18:00,Champaign,,8:00-18:00,2.5,,,,,,,,,,,-88.2329057,,,,,10:00-16:00,,,,,,,,,,,False,,,,,,,,,,
,,,61820,10:00-18:00,,,,,10:00-18:00,40.135026,,,,73932,,,,,"[u'Grocery', u'Bakeries', u'Event Planning & Services', u'Food', u'Wedding Planning']",The Cake Artist's Studio,,,,,True,1,,,,,True,,29,,,IL,,,,False,1100 W Bloomington Rd,,0:00-2:00,,,,10:00-18:00,,,,,Champaign,,10:00-18:00,4.5,2.0,,,,False,,,,,False,-88.263165,,,False,,10:00-14:00,,,,,,,,,,,,True,,,,,,,True,True,
,,,61820,,,,,,,40.1427776,,,,74130,,,,,"[u'Shopping', u'Fashion', u'Shoe Stores']",Tradehome Shoes,,,True,,True,1,,,,,False,,4,,,IL,,,,False,2000 N Neil St,,,,,,,,,,,Champaign,,,5.0,3.0,,,,False,,,,,False,-88.243865,,,False,,,,,,,,,,,,,,,,,,,,,,,
False,True,False,61820,0:00-0:00,,False,,,0:00-0:00,40.0984525132,none,False,True,74131,False,,,True,"[u'Diners', u'Breakfast & Brunch', u'American (Traditional)', u'Restaurants']",Merry-Ann's Diner,False,,True,False,True,1,,,,,True,,67,True,average,IL,,False,False,False,1510 S Neil St,casual,0:00-0:00,,,,0:00-0:00,,False,,0:00-0:00,Champaign,,0:00-0:00,3.0,1.0,False,False,False,False,False,True,,False,False,-88.2442462116,,no,False,,0:00-0:00,,,True,,,,free,,,,,False,False,,,False,,False,True,True,False
False,False,False,61820,11:00-20:00,,,,,11:00-20:00,40.1125152,none,False,False,74139,False,,,True,"[u'Hot Dogs', u'Restaurants', u'Barbeque']",BoBo's BBQ,False,,True,False,True,1,,,,,True,,31,False,quiet,IL,,False,True,False,1511 W Springfield Ave,casual,11:00-21:00,,,,11:00-20:00,,False,,11:00-20:00,Champaign,,11:00-20:00,3.0,2.0,False,False,False,False,True,True,,False,False,-88.27157509999999,,,False,,11:00-20:00,,,True,,,,no,,,,,True,False,,,False,,False,True,True,True
False,False,,61821,10:30-22:00,,,,,10:30-22:00,40.0833851146,none,False,False,74350,False,,,False,"[u'Seafood', u'Chinese', u'Restaurants']",Green Jade,,,True,False,True,1,,,,,True,,30,False,average,IL,,False,True,False,1109 W Windsor,casual,16:00-22:00,,,,10:30-22:00,,False,,10:30-22:00,Champaign,,10:30-22:00,4.0,1.0,False,False,False,False,True,True,,False,False,-88.2643835833,,,False,,10:30-22:00,,,True,,,,no,,,,,True,False,,,False,,False,True,,False
False,False,,61820,11:00-22:00,True,,,False,11:00-23:00,40.1183809,full_bar,False,True,74368,False,,,True,"[u'Gastropubs', u'American (New)', u'Restaurants', u'Pubs', u'Nightlife', u'Bars', u'Cocktail Bars', u'Breakfast & Brunch']",Big Grove Tavern,False,True,True,False,True,1,,False,True,,False,False,272,False,average,IL,,True,True,True,"1 E Main St, Ste 101",casual,10:00-22:00,False,,False,11:00-22:00,,True,False,11:00-22:00,Champaign,False,11:00-22:00,3.5,2.0,False,False,False,True,True,False,,False,False,-88.2429963,,,True,True,10:00-23:00,False,True,False,False,False,,free,outdoor,,False,,True,True,,,False,False,False,True,True,True
False,False,,61820,11:00-23:00,True,,,False,11:00-0:00,40.09030070000001,full_bar,False,True,74560,False,,,True,"[u'Bars', u'Restaurants', u'Gluten-Free', u'Nightlife', u'Pizza', u'Vegan']",Brixx Wood Fired Pizza,,True,True,False,True,1,,False,False,,True,False,70,False,average,IL,,True,False,False,2043 S Neil St,casual,11:00-22:00,False,,True,11:00-23:00,,False,False,11:00-23:00,Champaign,False,11:00-23:00,3.5,2.0,False,False,False,False,True,True,,False,False,-88.2458718,,,False,False,11:00-0:00,False,True,True,False,False,,free,outdoor,,False,,True,True,,,False,False,False,True,True,True
False,True,,61820,,,,,,,40.110040999999995,none,False,False,74561,False,,,True,"[u'Mexican', u'Restaurants']",Qdoba Mexican Grill,,,True,False,True,0,,,,,False,,15,False,quiet,IL,,,False,False,617 E Green St,casual,,,,,,,False,,,Champaign,,,2.0,1.0,False,False,False,False,True,True,,False,False,-88.22968890000001,,,False,,,,,False,,,,no,,,,,False,False,,,False,,False,True,,False
False,False,,61820,17:00-21:00,,,,,17:00-22:00,40.1100643,beer_and_wine,False,True,74569,False,,,True,"[u'Japanese', u'Restaurants']",Sushi Rock,,,True,False,True,1,,,,,False,,43,False,average,IL,,False,False,False,621 E Green St,casual,12:00-21:00,,,,17:00-21:00,,False,,17:00-21:00,Champaign,,17:00-21:00,3.0,2.0,False,False,False,False,True,True,,False,False,-88.22949399999999,,,False,,17:00-22:00,,,True,,,,no,,,,,False,True,,,False,,False,True,True,False
False,True,,61820,,,,,,,40.110554,none,False,False,74801,False,,,True,"[u'Indian', u'Restaurants']",Zyggyz,,,False,False,True,0,,,,,False,,26,False,loud,IL,,True,True,True,"410 E Green St, Ste 3",casual,,,,,,,False,,,Champaign,,,3.5,1.0,False,False,False,False,True,True,,False,False,-88.232373,,,False,,,,,False,,,,free,,,,,True,False,,,False,,False,True,,False
False,False,,61820,10:45-22:00,,,,,10:45-22:00,40.1361978,none,False,False,74856,False,,,True,"[u'Restaurants', u'Fast Food', u'Mexican']",Chipotle Mexican Grill,,,,False,True,1,,,,,True,,35,False,average,IL,False,False,True,False,"903 W Anthony Dr, Ste A",casual,10:45-22:00,,,,10:45-22:00,,False,,10:45-22:00,Champaign,,10:45-22:00,3.5,1.0,False,False,False,False,True,True,,False,False,-88.2599453,,,False,,10:45-22:00,,,True,,,,no,,,,,True,False,,,False,,False,True,False,False
,,,61820,0:00-0:00,,,,,0:00-0:00,40.1276925,,,,74898,,,,,"[u'Couriers & Delivery Services', u'Taxis', u'Limos', u'Hotels & Travel', u'Local Services', u'Transportation', u'Airport Shuttles']",Yellow Checker Cab,,,,,,1,,,,,,,28,,,IL,,,,,1204 Hagan St,,0:00-0:00,,,,0:00-0:00,,,,0:00-0:00,Champaign,,0:00-0:00,2.0,,,,,,,,,,,-88.2548403,,,,,0:00-0:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,,,,,,,40.1094534,,,,75082,,,,,"[u'Hair Salons', u'Beauty & Spas']",Red Hair,,,,,True,1,,,,,False,,24,,,IL,,,,True,"713 S 6th St, Ste 1",,,,,,,,,,,Champaign,,,3.5,2.0,,,,False,,True,,,False,-88.2304604,,,False,,,,,,,,,,,,,True,,,,,,,,,True,
,,,61820,,,,,,,40.0965462354,,,,75083,,,,,"[u'Stadiums & Arenas', u'Arts & Entertainment']",Assembly Hall,,,,,,1,,,,,,,9,,,IL,,,,,1800 S 1st St,,,,,,,,,,,Champaign,,,4.0,,,,,,,True,,,,-88.2357792559,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,,61820,10:00-18:00,,,,,10:00-18:00,40.091899,none,False,False,75383,False,,,False,"[u'Meat Shops', u'Delis', u'Food', u'Restaurants', u'Specialty Food']",Old Time Meat & Deli Shoppe,,,True,False,True,1,,,,,True,,43,False,average,IL,,False,False,False,2018 S Neil St,casual,,,,,10:00-18:00,,False,,10:00-18:00,Champaign,,10:00-18:00,5.0,2.0,False,False,False,False,False,False,,False,False,-88.24528070000001,,,False,,10:00-18:00,,,False,,,,no,,,,,False,False,,,False,,False,True,True,False
,,,61820,,,,,,,40.1366534,,,,75384,,,,,"[u'Dentists', u'Health & Medical']",Family Dental Care of Champaign,,,,,True,1,,,,,,,5,,,IL,,,,,14 E Anthony Dr,,,,,,,,,,,Champaign,,,2.0,,,,,,,,,,,-88.2423842,,,,,,,,,,,,,,,,False,,,,,,,,,,
,,,61821,8:00-17:00,,,,,8:00-17:00,40.119642999999996,,,,75493,,,,,"[u'Local Services', u'Professional Services', u'Graphic Design', u'Signmaking', u'Printing Services']",Insty-Prints Business Printing Services,,,,,True,1,,,,,,,3,,,IL,,,,,1822 Glenn Park Dr,,,,,,8:00-17:00,,,,8:00-17:00,Champaign,,8:00-17:00,4.0,,,,,,,,,,,-88.2786431,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61821,,,,,,,40.1376556,,,,75494,,,,,"[u'Event Planning & Services', u'Hotels & Travel', u'Hotels']",Value Place Champaign,,,,,True,1,,,,,,,5,,,IL,,,,,1212 W Anthony Dr,,,,,,,,,,,Champaign,,,1.5,1.0,,,,,,,,,,-88.26670159999999,,,,,,,,,,,,paid,,,,,,,,,,,,,,
False,True,,61821,5:30-21:00,,,,,5:30-21:00,40.097838,none,False,False,75495,False,,,True,"[u'Soup', u'Breakfast & Brunch', u'Restaurants', u'Bakeries', u'Food', u'Salad', u'Sandwiches', u'Bagels']",Panera Bread,,,,False,True,1,,,,,True,,34,False,average,IL,,False,False,False,1765 W Kirby Ave,casual,6:00-21:00,,,,5:30-21:00,,False,,5:30-21:00,Champaign,,5:30-21:00,2.5,1.0,False,False,False,False,False,True,,True,False,-88.275366,,,False,,5:30-21:00,,,False,,,,free,,,,,True,False,,,False,,False,True,True,True
,,,61822,10:00-17:00,,,,,10:00-17:00,40.1935,,,,75498,,,,,"[u'Event Planning & Services', u'Venues & Event Spaces']",Pear Tree Estate,,,True,,True,1,,,,,,,4,,,IL,,,,,2150 County Rd 1000E,,,,,,10:00-17:00,,,,,Champaign,,10:00-17:00,4.5,,,,,,,,,,,-88.275154,,,,,10:00-23:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,,,,,,,40.1092784,,,,75565,,,,,"[u'Printing Services', u'Local Services']",Notes N Quotes,,,,,,1,,,,,,,5,,,IL,,,,,502 E John St,,,,,,,,,,,Champaign,,,3.0,,,,,,,,,,,-88.2317452,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,7:30-19:30,,,,,6:30-17:00,40.09809,,,,75914,,,,,"[u'Physical Therapy', u'Health & Medical', u'Occupational Therapy', u'Rehabilitation Center']",Athletico Physical Therapy,,,,,True,1,,,,,,,3,,,IL,,,,,1612 S Neil St,,,,True,,6:30-19:30,,,,6:30-7:30,Champaign,,7:30-19:30,2.5,,,,,,,,,,,-88.24464,,,,,,,,,,,,,,,,True,,,,,,,,,,
,,,61820,10:00-19:00,,,,,10:00-19:00,40.1056158,,,,75915,,,,,"[u'Health & Medical', u'Uniforms', u'Shopping']",Scrubs Plus,,,,,,1,,,,,,,4,,,IL,,,,,901B S Neil St,,,,,,10:00-19:00,,,,10:00-19:00,Champaign,,10:00-19:00,4.0,,,,,,,,,,,-88.24367579999999,,,,,10:00-19:00,,,,,,,,,,,,,,,,,,,,,
,,,61822,6:30-22:00,,,,,6:30-22:00,40.1392286,,,,76224,,,,,"[u'Appliances', u'Home Services', u'Kitchen & Bath', u'Building Supplies', u'Hardware Stores', u'Home & Garden', u'Shopping', u'Nurseries & Gardening', u'Home Decor']",Lowe's Home Improvement,,,,,True,1,,,,,True,,14,,,IL,,,,False,1904 N Prospect Ave,,8:00-20:00,,,,6:30-22:00,,,,6:30-22:00,Champaign,,6:30-22:00,3.0,2.0,,,,False,,,,,False,-88.2548588,,,False,,6:30-22:00,,,,,,,,,,,False,,,,,,,,,False,
True,,True,61820,15:00-2:00,False,,,False,15:00-2:00,40.119931,full_bar,False,,76293,False,,,True,"[u'Bars', u'Pubs', u'Nightlife']",Bentley's Pub,False,True,True,False,True,1,,True,False,,False,False,19,,loud,IL,,True,,True,419 N Neil St,,15:00-2:00,False,,True,15:00-2:00,,False,False,15:00-2:00,Champaign,False,15:00-2:00,4.0,2.0,False,,,False,,,,,False,-88.24387800000001,,,False,True,15:00-2:00,False,True,False,False,False,,,outdoor,,True,,,False,,,False,True,False,,True,True
,,,61820,,,,,,,40.1058636,,,,76475,,,,,"[u'Skating Rinks', u'Active Life']",Ice Arena,,,,,,1,,,,,,,4,,,IL,,,,,406 E Armory Ave,,,,,,,,,,,Champaign,,,3.5,,,,,,,True,,,,-88.23251429999999,,,,,,,,,,,,,,,,,,,,,,,,,,
False,True,,61820,,,,,,,40.081760100000004,none,False,False,76597,False,,,False,"[u'Restaurants', u'Pizza']",Papa Del's Pizza At the Crossing,,,True,False,True,0,,,,,False,,29,False,loud,IL,,False,True,False,2510 Village Green Pl,casual,,,,,,,False,,,Champaign,,,3.5,2.0,False,False,False,False,False,False,,False,False,-88.2959863,,,False,,,,,False,,,,no,,,,,True,False,,,False,,False,True,True,False
False,True,False,61820,11:00-21:30,,,,,11:00-21:30,40.1160086,none,False,False,76605,False,True,,True,"[u'Restaurants', u'Chinese', u'Thai']",Golden Wok,,,True,False,True,1,,,,,True,,104,False,average,IL,,True,True,False,405 E University Ave,casual,12:00-20:30,,,,11:00-21:30,,False,,11:00-21:30,Champaign,,11:00-21:30,4.0,1.0,False,False,False,False,True,True,,False,False,-88.2328394,,,False,,11:00-21:30,,,True,,,,free,,,,,False,False,,,False,,False,True,False,False
,,,61821,9:30-19:00,,,,,9:30-19:00,40.1111136,,,,76792,,,,,"[u'Nail Salons', u'Beauty & Spas']",Queen's Nails,,,,,True,1,,,,,False,,7,,,IL,,,,False,1976 Round Barn Rd,,,,,,9:30-19:00,,,,9:30-19:00,Champaign,,9:30-19:00,3.5,2.0,,,,False,,,,,False,-88.2820026,,,False,,9:30-19:00,,,,,,,,,,,False,,,,,,,,,False,
False,False,,61822,11:00-0:00,False,,,,11:00-1:00,40.1421036,full_bar,False,True,76797,False,,,True,"[u'Bars', u'Sports Bars', u'Restaurants', u'Nightlife', u'Burgers', u'American (Traditional)']",Applebee's Grill & Bar,,True,True,False,True,1,,,,,True,,30,False,average,IL,False,True,True,False,2121 N Prospect Ave,casual,11:00-0:00,False,,False,11:00-0:00,,False,False,11:00-0:00,Champaign,,11:00-0:00,2.0,2.0,False,False,False,False,True,True,,True,False,-88.2585732,,,False,False,11:00-1:00,,False,True,False,False,,free,no,,False,,,False,,,False,,False,True,True,False
,True,,61822,11:00-21:30,,,,,11:00-23:00,40.0822044585,beer_and_wine,,True,76798,,,,True,"[u'Chinese', u'Restaurants']",Shanghai 1938,,,,,True,0,,,,,False,,22,False,quiet,IL,,False,True,False,2504 Village Green Pl,casual,16:00-21:00,,,,11:00-21:30,,,,17:00-21:00,Champaign,,11:00-21:30,3.0,2.0,,False,False,False,True,True,,False,False,-88.2959151641,,,False,,12:00-23:00,,,,,,,paid,,,,,True,True,,,,,,True,True,False
False,False,,61820,11:00-23:00,True,,,False,11:00-2:00,40.119807,full_bar,False,True,76882,False,,,True,"[u'Mexican', u'Bars', u'Nightlife', u'Restaurants']",Wedge Tequila Bar & Grill,,True,False,False,True,1,,False,True,,False,False,106,False,average,IL,,True,True,True,415 N Neil St,casual,11:00-23:00,False,,False,11:00-23:00,,True,False,11:00-23:00,Champaign,False,11:00-23:00,3.0,2.0,False,False,False,False,False,False,,False,False,-88.2438559,,,False,False,11:00-2:00,False,True,False,False,False,,free,no,,False,,False,True,,,False,False,False,True,True,True
